judge_name,assigned_country,role,segment_category,pdf_name,program,competition,officials_table_link,results_pdf_link,clean_judge_name
Ms. Christiane MÌÎÌRTH,AUT,Judge No.2,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Christiane MOERTH
Ms. Saodat NUMANOVA,UZB,Judge No.3,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Saodat NUMANOVA
Ms. Helene CUCUPHAT,FRA,Judge No.4,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Helene CUCUPHAT
Mr. Daniel DELFA,ESP,Judge No.5,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Daniel DELFA
Ms. Olga KOZHEMIAKINA,RUS,Judge No.6,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Olga KOZHEMIAKINA
Mr. Massimo ORLANDINI,ITA,Judge No.7,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Massimo ORLANDINI
Mr. Steve WINKLER,USA,Judge No.8,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Steve WINKLER
Ms. Sissy KRICK,GER,Judge No.9,Free Skating|Pairs,df7b2905b9_gpfra2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_FS_Scores.pdf,Sissy KRICK
Mr. Alexandre GOROJDANOV,BLR,Judge No.1,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Alexandre GOROJDANOV
Ms. Lolita LABUNSKAIYA,RUS,Judge No.2,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Lolita LABUNSKAIYA
Mr. John MILLIER,USA,Judge No.3,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,John MILLIER
Mr. Richard KOSINA,CZE,Judge No.4,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Richard KOSINA
Mr. Yuri GUSKOV,KAZ,Judge No.5,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Yuri GUSKOV
Ms. Elena LISOVA,UKR,Judge No.6,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Elena LISOVA
Ms. Christine HURTH,FRA,Judge No.7,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Christine HURTH
Mr. Alexei BELETSKI,ISR,Judge No.8,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Alexei BELETSKI
Ms. Jodi ABBOTT,CAN,Judge No.9,Short Dance|Ice Dance,70edbcb440_gpfra2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_IceDance_SD_Scores.pdf,Jodi ABBOTT
Ms. Veronique VERRUE,FRA,Judge No.1,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Veronique VERRUE
Ms. Christiane MÌÎÌRTH,AUT,Judge No.2,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Christiane MOERTH
Ms. Lolita LABUNSKAIYA,RUS,Judge No.3,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Lolita LABUNSKAIYA
Mr. Steve WINKLER,USA,Judge No.4,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Steve WINKLER
Ms. So Young AN,KOR,Judge No.5,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,So Young AN
Ms. Jodi ABBOTT,CAN,Judge No.6,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Jodi ABBOTT
Ms. Masako KUBOTA,JPN,Judge No.7,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Masako KUBOTA
Ms. Dagmar LURZ-PROTT,GER,Judge No.8,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Dagmar LURZ-PROTT
Mr. Richard KOSINA,CZE,Judge No.9,Short Program|Ladies,c80c43d00e_gpfra2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Ladies_SP_Scores.pdf,Richard KOSINA
Ms. Elisabeth LOUESDON,FRA,Judge No.1,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Elisabeth LOUESDON
Mr. Massimo ORLANDINI,ITA,Judge No.2,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Massimo ORLANDINI
Ms. Masako KUBOTA,JPN,Judge No.3,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Masako KUBOTA
Mr. Steve WINKLER,USA,Judge No.4,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Steve WINKLER
Ms. Olga KOZHEMIAKINA,RUS,Judge No.5,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Olga KOZHEMIAKINA
Ms. Saodat NUMANOVA,UZB,Judge No.6,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Saodat NUMANOVA
Mr. Yuri GUSKOV,KAZ,Judge No.7,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Yuri GUSKOV
Ms. Francoise DE RAPPARD,BEL,Judge No.8,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Francoise DE RAPPARD
Mr. Daniel DELFA,ESP,Judge No.9,Short Program|Men,7c1e5e159f_gpfra2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Men_SP_Scores.pdf,Daniel DELFA
Ms. Helene CUCUPHAT,FRA,Judge No.1,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Helene CUCUPHAT
Mr. Daniel DELFA,ESP,Judge No.2,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Daniel DELFA
Ms. Olga KOZHEMIAKINA,RUS,Judge No.3,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Olga KOZHEMIAKINA
Ms. So Young AN,KOR,Judge No.4,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,So Young AN
Ms. Sissy KRICK,GER,Judge No.5,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Sissy KRICK
Mr. Steve WINKLER,USA,Judge No.6,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Steve WINKLER
Ms. Christiane MÌÎÌRTH,AUT,Judge No.7,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Christiane MOERTH
Ms. Saodat NUMANOVA,UZB,Judge No.8,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Saodat NUMANOVA
Mr. Massimo ORLANDINI,ITA,Judge No.9,Short Program|Pairs,f88edab36c_gpfra2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP Trophee de France 2016,http://www.isuresults.com/results/season1617/gpfra2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpfra2016/gpfra2016_Pairs_SP_Scores.pdf,Massimo ORLANDINI
Ms. Kerstin KIMMINUS,GER,Judge No.1,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Kerstin KIMMINUS
Ms. Michela CESARO,ITA,Judge No.2,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Michela CESARO
Mr. Feng HUANG,CHN,Judge No.3,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Feng HUANG
Ms. Maira ABASOVA,RUS,Judge No.4,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Maira ABASOVA
Ms. Nicole LEBLANC-RICHARD,CAN,Judge No.5,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Nicole LEBLANC-RICHARD
Ms. Tomie FUKUDOME,JPN,Judge No.6,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Tomie FUKUDOME
Mr. David MOLINA,FRA,Judge No.7,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,David MOLINA
Mr. Richard DALLEY,USA,Judge No.8,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Richard DALLEY
Ms. Marta OLOZAGARRE,ESP,Judge No.9,Free Dance|Ice Dance,0cde90f327_gpf1617_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_IceDance_FD_Scores.pdf,Marta OLOZAGARRE
Ms. Tomie FUKUDOME,JPN,Judge No.1,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Tomie FUKUDOME
Ms. Maira ABASOVA,RUS,Judge No.2,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Maira ABASOVA
Ms. Michela CESARO,ITA,Judge No.3,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Michela CESARO
Ms. Marta OLOZAGARRE,ESP,Judge No.4,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Marta OLOZAGARRE
Mr. Richard DALLEY,USA,Judge No.5,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Richard DALLEY
Mr. David MOLINA,FRA,Judge No.6,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,David MOLINA
Ms. Nicole LEBLANC-RICHARD,CAN,Judge No.7,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Nicole LEBLANC-RICHARD
Ms. Kerstin KIMMINUS,GER,Judge No.8,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Kerstin KIMMINUS
Mr. Feng HUANG,CHN,Judge No.9,Free Dance|Junior Ice Dance,figure_skating_pdfs/gpf1617_JuniorIceDance_FD_Scores.pdf,JUNIOR ICE DANCE FREE DANCE,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG016OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorIceDance_FD_Scores.pdf,Feng HUANG
Mr. Francis BETSCH,FRA,Judge No.1,Free Skating|Junior Ladies,figure_skating_pdfs/gpf1617_JuniorLadies_FS_Scores.pdf,JUNIOR LADIES FREE SKATING,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG012OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorLadies_FS_Scores.pdf,Francis BETSCH
Ms. Julia ANDREEVA,RUS,Judge No.2,Free Skating|Junior Ladies,figure_skating_pdfs/gpf1617_JuniorLadies_FS_Scores.pdf,JUNIOR LADIES FREE SKATING,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG012OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorLadies_FS_Scores.pdf,Julia ANDREEVA
Ms. Deveny DECK,USA,Judge No.3,Free Skating|Junior Ladies,figure_skating_pdfs/gpf1617_JuniorLadies_FS_Scores.pdf,JUNIOR LADIES FREE SKATING,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG012OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorLadies_FS_Scores.pdf,Deveny DECK
Ms. Tomie FUKUDOME,JPN,Judge No.4,Free Skating|Junior Ladies,figure_skating_pdfs/gpf1617_JuniorLadies_FS_Scores.pdf,JUNIOR LADIES FREE SKATING,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG012OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorLadies_FS_Scores.pdf,Tomie FUKUDOME
Ms. Nicole LEBLANC-RICHARD,CAN,Judge No.5,Free Skating|Junior Ladies,figure_skating_pdfs/gpf1617_JuniorLadies_FS_Scores.pdf,JUNIOR LADIES FREE SKATING,ISU Grand Prix of Figure Skating Final 2016,http://www.isuresults.com/results/season1617/gpf1617/SEG012OF.HTM,http://www.isuresults.com/results/season1617/gpf1617/gpf1617_JuniorLadies_FS_Scores.pdf,Nicole LEBLANC-RICHARD
