judge_name,assigned_country,role,segment_category,pdf_name,program,competition,officials_table_link,results_pdf_link,clean_judge_name
Ms. Kathleen HARMON,USA,Judge No.4,Free Dance|Ice Dance,7d5b4bbc68_gpjpn2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_FD_Scores.pdf,Kathleen HARMON
Ms. Kaoru TAKINO,JPN,Judge No.5,Free Dance|Ice Dance,7d5b4bbc68_gpjpn2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_FD_Scores.pdf,Kaoru TAKINO
Ms. Ulla FAIG,GER,Judge No.6,Free Dance|Ice Dance,7d5b4bbc68_gpjpn2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_FD_Scores.pdf,Ulla FAIG
Ms. Isabella MICHELI,ITA,Judge No.7,Free Dance|Ice Dance,7d5b4bbc68_gpjpn2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_FD_Scores.pdf,Isabella MICHELI
Ms. Elena FOMINA,RUS,Judge No.8,Free Dance|Ice Dance,7d5b4bbc68_gpjpn2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_FD_Scores.pdf,Elena FOMINA
Ms. Danuta DUBROWKO,POL,Judge No.9,Free Dance|Ice Dance,7d5b4bbc68_gpjpn2016_IceDance_FD_Scores.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG008OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_FD_Scores.pdf,Danuta DUBROWKO
Ms. Elizabeth RYAN,AUS,Judge No.1,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Elizabeth RYAN
Mr. Makoto KANO,JPN,Judge No.2,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Makoto KANO
Ms. Irina KOMARNICKA,LAT,Judge No.3,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Irina KOMARNICKA
Ms. Danuta DUBROWKO,POL,Judge No.4,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Danuta DUBROWKO
Ms. Kathleen HARMON,USA,Judge No.5,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Kathleen HARMON
Ms. Reaghan FAWCETT,CAN,Judge No.6,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Reaghan FAWCETT
Ms. Elena FOMINA,RUS,Judge No.7,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Elena FOMINA
Ms. Weiguang CHEN,CHN,Judge No.8,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Weiguang CHEN
Mr. Allan BOEHM,SVK,Judge No.9,Free Skating|Ladies,e3867ac255_gpjpn2016_Ladies_FS_Scores.pdf,LADIES FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG004OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_FS_Scores.pdf,Allan BOEHM
Ms. Anna KANTOR,ISR,Judge No.1,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Anna KANTOR
Ms. Christiane MOERTH,AUT,Judge No.2,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Christiane MOERTH
Mr. Walter TOIGO,ITA,Judge No.3,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Walter TOIGO
Ms. Olga KOZHEMIAKINA,RUS,Judge No.4,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Olga KOZHEMIAKINA
Mr. Allan BOEHM,SVK,Judge No.5,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Allan BOEHM
Ms. Leanna CARON,CAN,Judge No.6,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Leanna CARON
Mr. Roger GLENN,USA,Judge No.7,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Roger GLENN
Ms. Tomiko YAMADA,JPN,Judge No.8,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Tomiko YAMADA
Ms. Irina KOMARNICKA,LAT,Judge No.9,Free Skating|Men,07840d0854_gpjpn2016_Men_FS_Scores.pdf,MEN FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG002OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_FS_Scores.pdf,Irina KOMARNICKA
Ms. Christiane MOERTH,AUT,Judge No.1,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Christiane MOERTH
Ms. Ulla FAIG,GER,Judge No.2,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Ulla FAIG
Mr. Roger GLENN,USA,Judge No.3,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Roger GLENN
Ms. Olga KOZHEMIAKINA,RUS,Judge No.4,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Olga KOZHEMIAKINA
Ms. Weiguang CHEN,CHN,Judge No.5,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Weiguang CHEN
Ms. Reaghan FAWCETT,CAN,Judge No.6,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Reaghan FAWCETT
Ms. Anna KANTOR,ISR,Judge No.7,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Anna KANTOR
Mr. Walter TOIGO,ITA,Judge No.8,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Walter TOIGO
Ms. Sakae YAMAMOTO,JPN,Judge No.9,Free Skating|Pairs,b657eb5a76_gpjpn2016_Pairs_FS_Scores.pdf,PAIRS FREE SKATING,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG006OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_FS_Scores.pdf,Sakae YAMAMOTO
Ms. Isabella MICHELI,ITA,Judge No.1,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Isabella MICHELI
Ms. Danuta DUBROWKO,POL,Judge No.2,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Danuta DUBROWKO
Ms. Elizabeth RYAN,AUS,Judge No.3,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Elizabeth RYAN
Ms. Leanna CARON,CAN,Judge No.4,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Leanna CARON
Ms. Kaoru TAKINO,JPN,Judge No.5,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Kaoru TAKINO
Ms. Elena FOMINA,RUS,Judge No.6,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Elena FOMINA
Ms. Ulla FAIG,GER,Judge No.7,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Ulla FAIG
Ms. Jezabel DABOUIS,FRA,Judge No.8,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Jezabel DABOUIS
Ms. Kathleen HARMON,USA,Judge No.9,Short Dance|Ice Dance,2ff271135a_gpjpn2016_IceDance_SD_Scores.pdf,ICE DANCE SHORT DANCE,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG007OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_IceDance_SD_Scores.pdf,Kathleen HARMON
Ms. Elena FOMINA,RUS,Judge No.1,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Elena FOMINA
Mr. Makoto KANO,JPN,Judge No.2,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Makoto KANO
Ms. Irina KOMARNICKA,LAT,Judge No.3,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Irina KOMARNICKA
Ms. Weiguang CHEN,CHN,Judge No.4,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Weiguang CHEN
Ms. Kathleen HARMON,USA,Judge No.5,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Kathleen HARMON
Ms. Reaghan FAWCETT,CAN,Judge No.6,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Reaghan FAWCETT
Ms. Elizabeth RYAN,AUS,Judge No.7,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Elizabeth RYAN
Ms. Danuta DUBROWKO,POL,Judge No.8,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Danuta DUBROWKO
Mr. Allan BOEHM,SVK,Judge No.9,Short Program|Ladies,ec5938273b_gpjpn2016_Ladies_SP_Scores.pdf,LADIES SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG003OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Ladies_SP_Scores.pdf,Allan BOEHM
Ms. Anna KANTOR,ISR,Judge No.1,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Anna KANTOR
Ms. Olga KOZHEMIAKINA,RUS,Judge No.2,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Olga KOZHEMIAKINA
Mr. Allan BOEHM,SVK,Judge No.3,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Allan BOEHM
Ms. Christiane MOERTH,AUT,Judge No.4,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Christiane MOERTH
Mr. Roger GLENN,USA,Judge No.5,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Roger GLENN
Mr. Walter TOIGO,ITA,Judge No.6,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Walter TOIGO
Ms. Irina KOMARNICKA,LAT,Judge No.7,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Irina KOMARNICKA
Ms. Leanna CARON,CAN,Judge No.8,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Leanna CARON
Ms. Tomiko YAMADA,JPN,Judge No.9,Short Program|Men,1c1d798e97_gpjpn2016_Men_SP_Scores.pdf,MEN SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG001OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Men_SP_Scores.pdf,Tomiko YAMADA
Ms. Christiane MOERTH,AUT,Judge No.1,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Christiane MOERTH
Ms. Anna KANTOR,ISR,Judge No.2,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Anna KANTOR
Mr. Walter TOIGO,ITA,Judge No.3,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Walter TOIGO
Ms. Sakae YAMAMOTO,JPN,Judge No.4,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Sakae YAMAMOTO
Ms. Reaghan FAWCETT,CAN,Judge No.5,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Reaghan FAWCETT
Ms. Ulla FAIG,GER,Judge No.6,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Ulla FAIG
Mr. Roger GLENN,USA,Judge No.7,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Roger GLENN
Ms. Weiguang CHEN,CHN,Judge No.8,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Weiguang CHEN
Ms. Olga KOZHEMIAKINA,RUS,Judge No.9,Short Program|Pairs,ac37abab24_gpjpn2016_Pairs_SP_Scores.pdf,PAIRS SHORT PROGRAM,ISU GP NHK Trophy 2016,http://www.isuresults.com/results/season1617/gpjpn2016/SEG005OF.HTM,http://www.isuresults.com/results/season1617/gpjpn2016/gpjpn2016_Pairs_SP_Scores.pdf,Olga KOZHEMIAKINA
Ms. Christine HURTH,FRA,Judge No.1,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Christine HURTH
Ms. Elena FOMINA,RUS,Judge No.2,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Elena FOMINA
Ms. Michela CESARO,ITA,Judge No.3,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Michela CESARO
Mr. Alexei BELETSKI,ISR,Judge No.4,Free Dance|Ice Dance,60bb71db18_data0405.pdf,ICE DANCE FREE DANCE,ISU GP NHK Trophy 2017,http://www.isuresults.com/results/season1718/gpjpn2017/data0450.htm,http://www.isuresults.com/results/season1718/gpjpn2017/data0405.pdf,Alexei BELETSKI
